Neighborhood,OverallQual,YearBuilt,YearRemodAdd,ExterQual,Foundation,BsmtQual,TotalBsmtSF,1stFlrSF,GrLivArea,totalLivingArea,FullBath,KitchenQual,TotRmsAbvGrd,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,SalePrice
NridgHt,9,2003,2004,Gd,PConc,Ex,1896,1944,1944,3840,2,Ex,8,Ex,Attchd,2003,Fin,3,708,230500-755000
StoneBr,8,2006,2006,Ex,PConc,Ex,1234,1264,2576,3810,2,Ex,10,Gd,BuiltIn,2006,Fin,3,666,230500-755000
NridgHt,9,2008,2008,Ex,PConc,Ex,1702,1702,1702,3404,1,Ex,7,Gd,Attchd,2008,Fin,3,1052,230500-755000
Timber,8,2005,2006,Gd,PConc,Ex,1868,2028,2028,3896,2,Gd,7,Gd,Attchd,2005,RFn,3,880,230500-755000
Somerst,9,2009,2009,Ex,PConc,Ex,1766,1766,1766,3532,2,Ex,7,Gd,Attchd,2009,Fin,3,478,230500-755000
NridgHt,8,2007,2008,Gd,PConc,Ex,1710,1710,1710,3420,2,Gd,6,Gd,Attchd,2007,RFn,3,866,230500-755000
StoneBr,8,2008,2008,Gd,PConc,Ex,2046,2046,2046,4092,2,Gd,7,Gd,Attchd,2008,Fin,3,834,230500-755000
NridgHt,9,2003,2004,Gd,PConc,Ex,1792,1792,1792,3584,2,Ex,6,Gd,Attchd,2003,Fin,3,874,230500-755000
Timber,7,1965,1965,TA,CBlock,Gd,2136,2036,2036,4172,2,TA,8,Gd,Attchd,1965,RFn,2,513,230500-755000
StoneBr,9,2005,2006,Gd,PConc,Ex,1922,1922,1922,3844,2,Gd,8,Gd,Attchd,2005,Fin,3,676,230500-755000
Gilbert,9,2006,2007,Ex,PConc,Ex,1746,1746,1746,3492,2,Ex,7,Gd,Attchd,2006,Fin,3,758,230500-755000
Timber,9,2008,2009,Ex,PConc,Ex,2002,2018,2018,4020,2,Ex,10,Gd,Attchd,2009,Fin,3,746,230500-755000
NridgHt,9,2006,2006,Ex,PConc,Gd,2153,2069,2643,4796,2,Ex,9,Gd,BuiltIn,2006,Fin,3,694,230500-755000
Crawfor,8,1935,1997,TA,CBlock,TA,728,1968,3447,4175,3,Gd,11,Gd,BuiltIn,1982,Unf,3,1014,230500-755000
CollgCr,7,2007,2007,Gd,PConc,Ex,1264,1282,2696,3960,2,Ex,10,Gd,BuiltIn,2007,Fin,3,792,230500-755000
Veenker,9,1981,1987,Gd,CBlock,Ex,1842,1842,1842,3684,0,Gd,5,Gd,Attchd,1981,Fin,3,894,230500-755000
NridgHt,10,2007,2008,Ex,PConc,Ex,2078,2084,2084,4162,2,Ex,7,Gd,Attchd,2007,Fin,3,1220,230500-755000
NridgHt,10,2003,2003,Ex,PConc,Ex,2392,2392,2392,4784,2,Ex,8,Ex,Attchd,2003,Fin,3,968,230500-755000
StoneBr,8,2007,2007,Gd,PConc,Gd,1419,1419,1419,2838,2,Gd,7,Gd,Attchd,2007,RFn,2,567,230500-755000
Crawfor,8,2008,2008,Ex,PConc,Ex,1600,1652,1652,3252,2,Gd,5,Gd,Attchd,2008,Fin,2,482,230500-755000
StoneBr,9,2010,2010,Gd,PConc,Ex,1856,1856,1856,3712,1,Ex,8,Ex,Attchd,2010,Fin,3,834,230500-755000
NridgHt,8,2008,2008,Ex,PConc,Ex,1932,1932,1932,3864,2,Ex,7,Gd,Attchd,2008,Fin,3,774,230500-755000
NridgHt,8,2006,2006,Gd,PConc,Gd,1935,1973,1973,3908,2,Gd,9,Gd,Attchd,2006,Fin,3,895,230500-755000
NridgHt,9,2009,2010,Ex,PConc,Ex,1930,1940,1940,3870,2,Ex,8,Gd,Attchd,2010,Fin,3,606,230500-755000
NoRidge,8,1994,2005,Gd,PConc,Gd,1629,1686,2448,4077,2,Gd,8,TA,Attchd,1994,RFn,3,711,230500-755000
NridgHt,10,2009,2009,Ex,CBlock,Ex,2006,2020,2020,4026,2,Ex,9,Gd,Attchd,2009,Fin,3,900,230500-755000
NoRidge,8,1995,1996,Gd,PConc,Gd,1462,1490,2794,4256,2,Ex,9,TA,Attchd,1995,Fin,3,810,230500-755000
NoRidge,8,1995,1996,Gd,PConc,Gd,2033,2053,3238,5271,2,Gd,9,Ex,Attchd,1996,Fin,3,666,230500-755000
NridgHt,9,2003,2004,Gd,PConc,Ex,1572,1572,2668,4240,2,Ex,10,Gd,BuiltIn,2003,Fin,3,726,230500-755000
NridgHt,9,2006,2007,Ex,PConc,Ex,2121,2121,2121,4242,2,Ex,8,Ex,Attchd,2007,Fin,3,732,230500-755000
Somerst,8,2005,2006,Gd,PConc,Ex,2077,2097,2097,4174,1,Ex,8,Ex,Attchd,2005,Fin,3,1134,230500-755000
CollgCr,8,2006,2007,Gd,PConc,Ex,1466,1466,2828,4294,3,Gd,11,TA,BuiltIn,2006,RFn,3,1052,230500-755000
NridgHt,10,2007,2008,Ex,PConc,Ex,1682,1742,2332,4014,2,Ex,9,Ex,BuiltIn,2008,Fin,3,846,230500-755000
NoRidge,8,1992,1993,Gd,PConc,Gd,3200,3228,3228,6428,3,Gd,10,Gd,Attchd,1992,RFn,2,546,230500-755000
NridgHt,9,2005,2006,Ex,PConc,Ex,1848,1848,2728,4576,2,Ex,10,Ex,Attchd,2006,Fin,3,706,230500-755000
StoneBr,10,2006,2006,Ex,PConc,Ex,1410,1426,2945,4355,3,Gd,10,Gd,BuiltIn,2006,Fin,3,641,230500-755000
NridgHt,8,2006,2007,Gd,PConc,Ex,1976,1976,1976,3952,2,Gd,7,Ex,Attchd,2006,RFn,3,908,230500-755000
NridgHt,9,2008,2008,Ex,PConc,Ex,1452,1476,2713,4165,2,Ex,11,Gd,Attchd,2008,Fin,3,858,230500-755000
NridgHt,10,2008,2008,Ex,PConc,Ex,1722,1728,2296,4018,2,Ex,10,Gd,BuiltIn,2008,RFn,3,842,230500-755000
NridgHt,10,2006,2006,Ex,PConc,Ex,2076,2076,2076,4152,2,Ex,7,Gd,Attchd,2006,Fin,3,850,230500-755000
NoRidge,10,2001,2002,Ex,PConc,Ex,2633,2633,2633,5266,2,Ex,8,Gd,Attchd,2001,RFn,3,804,230500-755000
OldTown,10,1892,1993,Gd,BrkTil,TA,1107,1518,3608,4715,2,Ex,12,TA,Detchd,1993,Unf,3,840,230500-755000
NridgHt,9,2008,2009,Ex,PConc,Ex,1926,1966,3140,5066,3,Ex,11,Gd,BuiltIn,2009,Fin,3,820,230500-755000
StoneBr,9,2008,2009,Ex,PConc,Ex,2216,2234,2234,4450,2,Ex,9,Gd,Attchd,2009,Fin,3,1166,230500-755000
StoneBr,8,2003,2003,Ex,PConc,Gd,1650,1690,3279,4929,3,Ex,12,Gd,BuiltIn,2003,Fin,3,841,230500-755000
NridgHt,10,2008,2008,Ex,PConc,Ex,3094,2402,2402,5496,2,Ex,10,Gd,Attchd,2008,Fin,3,672,230500-755000
StoneBr,9,2005,2006,Gd,PConc,Ex,1992,1992,2868,4860,3,Ex,11,Gd,BuiltIn,2005,Fin,3,716,230500-755000
NridgHt,9,2008,2009,Ex,PConc,Ex,1734,1734,2822,4556,3,Ex,12,Gd,BuiltIn,2009,RFn,3,1020,230500-755000
NridgHt,9,2009,2010,Ex,PConc,Ex,2330,2364,2364,4694,2,Ex,11,Gd,Attchd,2009,Fin,3,820,230500-755000
NoRidge,10,1995,1996,Gd,PConc,Ex,1930,1831,3627,5557,3,Gd,10,TA,Attchd,1995,Fin,3,807,230500-755000
NoRidge,10,1996,1996,Gd,PConc,Ex,2396,2411,4476,6872,3,Ex,10,TA,Attchd,1996,Fin,3,813,230500-755000
NoRidge,10,1994,1995,Ex,PConc,Ex,2444,2444,4316,6760,3,Ex,10,Ex,Attchd,1994,Fin,3,832,230500-755000
